ffffff11         068200001a906d
0048001f         1008e6c00c2ffd0e03fe0b0100ffffff00
00480018         1008e6c00c2ffd0e03fe000000ffffff00
00480019         1008e6c00c2ffd0e037e0f0100ffffff00
0048001a         1008e6c00c2ffd0e03fe010000ffffff00
0048001b         1008e6c00c2ffd0e03fe0e0100ffffff00
00480004         10000002000209080322fe030000000009083000000000000000
00480005         10000002000209080322fe040000000009083000000000000000
00480006         10000002000209080322fe050000000009083000000000000000
00480007         10000002000209080322fe060000000009083000000000000000
00480001         10000002000209080322fe000000000009083000000000000000
00480002         10000002000209080322fe010000000009083000000000000000
00480003         10000002000209080322fe020000000009083000000000000000
0048000c         1008e6c00c2ffd0e0302000000ffffff00
0048000d         1008e6c00c2ffd0e03fc0f0100ffffff00
0048000e         1008e6c00c2ffd0e0306000000ffffff00
0048000f         1008e6c00c2ffd0e03fa0f0100ffffff00
00480008         10000002000209080322fe070000000009083000000000000000
00480009         1008e6c00c2ffd0e0301000000ffffff00
0048000a         1008e6c00c2ffd0e03fe0f0100ffffff00
0048000b         0808e6c0042ffd0e00
00480020         1008e6c00c2ffd0e03fe0f0000ffffff00
00480021         1008e6c00c2ffd0e03fe070100ffffff00
00770010         10000002000209080322f1ef0000000009080230000000000000
00770004         10000002000209080322f1900000000009080230000000000000
00770005         10000002000209080322f1870000000009080230000000000000
00770006         10000002000209080322f18a0000000009080230000000000000
00770007         10000002000209080322f18b0000000009080230000000000000
00770001         1000000200020908021001000000000009080230000000000000
00770002         1000000200020908031902090000000009080230000000000000
00770003         10000002000209080414ffffff00000009080230000000000000
0077000c         10000002000209080322f1800000000009080230000000000000
0077000d         10000002000209080322f1990000000009080230000000000000
0077000e         10000002000209080322ff000000000009080230000000000000
0077000f         10000002000209080322f1840000000009080230000000000000
00770008         10000002000209080322f1500000000009080230000000000000
00770009         10000002000209080322f1890000000009080230000000000000
0077000a         10000002000209080322f1880000000009080230000000000000
0077000b         10000002000209080322f1970000000009080230000000000000
00760010         0908f020052fe0710303
00760011         0908f020052fe0710304
00760012         0808f020042fe07100
00760004         1000000200020908032203630000000009083000000000000000
00760005         1000000200020908032203640000000009083000000000000000
00760006         1000000200020908032203650000000009083000000000000000
00760007         0908f020052fe0700301
00760001         1000000200020908032203600000000009083000000000000000
00760002         1000000200020908032203610000000009083000000000000000
00760003         1000000200020908032203620000000009083000000000000000
0076000c         0908f020052fe0700306
0076000d         0808f020042fe07000
0076000e         0908f020052fe0710301
0076000f         0908f020052fe0710302
00760008         0908f020052fe0700302
00760009         0908f020052fe0700303
0076000a         0908f020052fe0700304
0076000b         0908f020052fe0700305
00730001         0908e600052ff0800300
007a0004         1000000200020908032203e70000000009083000000000000000
007a0005         1000000200020908032203e80000000009083000000000000000
007a0006         1000000200020908032203e90000000009083000000000000000
007a0007         1000000200020908032203ea0000000009083000000000000000
007a0001         1000000200020908032203e40000000009083000000000000000
007a0002         1000000200020908032203e50000000009083000000000000000
007a0003         1000000200020908032203e60000000009083000000000000000
007a0008         1000000200020908032203eb0000000009083000000000000000
00780004         0808fe20042ff02000
00780005         0a08fe20062ff030038080
00780006         0a08fe20062ff030030080
00780007         0808fe20042ff03000
00780001         10000002000209080322f1f00000000009083000000000000000
00780002         0a08fe20062ff020038080
00780003         0a08fe20062ff020030080
00660001         1000000200020908032201820000000009083000000000000000
00650001         1000000200020908032203a00000000009083000000000000000
00640014         0908e4c0052fe0b50301
00640015         0908e4c0052fe0b50300
00640016         0808e4c0042fe0b500
00640017         0908e4c0052fe0b60301
00640010         0808e4c0042fe0b300
00640011         0908e4c0052fe0b40301
00640012         0908e4c0052fe0b40300
00640013         0808e4c0042fe0b400
0064001c         0808e4c0042fe0b700
0064001d         0908e4c0052fe0b80301
0064001e         0908e4c0052fe0b80300
0064001f         0808e4c0042fe0b800
00640018         0908e4c0052fe0b60300
00640019         0808e4c0042fe0b600
0064001a         0908e4c0052fe0b70301
0064001b         0908e4c0052fe0b70300
00640004         1000000200020908032203050000000009083000000000000000
00640005         1000000200020908032203060000000009083000000000000000
00640006         0908e4c0052fe0b00301
00640007         0908e4c0052fe0b00300
00640001         1000000200020908032203020000000009083000000000000000
00640002         1000000200020908032203030000000009083000000000000000
00640003         1000000200020908032203040000000009083000000000000000
0064000c         0908e4c0052fe0b20300
0064000d         0808e4c0042fe0b200
0064000e         0908e4c0052fe0b30301
0064000f         0908e4c0052fe0b30300
00640008         0808e4c0042fe0b000
00640009         0908e4c0052fe0b10300
0064000a         0808e4c0042fe0b100
0064000b         0908e4c0052fe0b20301
00640024         0908e4c0052fe0ba0300
00640025         0808e4c0042fe0ba00
00640020         0908e4c0052fe0b90301
00640021         0908e4c0052fe0b90300
00640022         0808e4c0042fe0b900
00640023         0908e4c0052fe0ba0301
00630014         0908e460052ff0680300
00630015         0908e460052ff0680301
00630016         0808e460042ff06800
00630017         0908e460052ff0690300
00630010         0808e460042ff06600
00630011         0908e460052ff0670300
00630012         0908e460052ff0670301
00630013         0808e460042ff06700
0063001c         0808e460042ff06a00
0063001d         0908e460052ff06b0300
0063001e         0808e460042ff06b00
0063001f         0908e460052ff06c0301
00630018         0908e460052ff0690301
00630019         0808e460042ff06900
0063001a         0908e460052ff06a0301
0063001b         0908e460052ff06a0300
00630004         0908e460052ff0540304
00630005         0908e460052ff0540308
00630006         0908e460052ff0640301
00630007         0808e460042ff06400
00630001         10000002000209080322f1360000000009083000000000000000
00630002         0908e460052ff0540301
00630003         0908e460052ff0540302
0063000c         0908e460052ff0650300
0063000d         0808e460042ff06500
0063000e         0908e460052ff0660300
0063000f         0908e460052ff0660301
00630008         0908e460052ff0640302
00630009         0908e460052ff0640304
0063000a         0908e460052ff0640308
0063000b         0908e460052ff0650301
00630024         0908e460052ff06d0304
00630025         0908e460052ff06d0308
00630026         0808e460042ff06d00
00630027         0908e460052ff06e0300
00630020         0908e460052ff06c0300
00630021         0808e460042ff06c00
00630022         0908e460052ff06d0301
00630023         0908e460052ff06d0302
0063002c         0808e460042ff06f00
00630028         0908e460052ff06e0301
00630029         0808e460042ff06e00
0063002a         0908e460052ff06f0300
0063002b         0908e460052ff06f0301
00620014         0808e440042fe05000
00620015         0908e440052fe0530300
00620016         0908e440052fe0530301
00620017         0808e440042fe05300
00620010         10000002000209080322023b0000000009083000000000000000
00620011         10000002000209080322023f0000000009083000000000000000
00620012         1000000200020908032202400000000009083000000000000000
00620013         1000000200020908032202410000000009083000000000000000
00620004         10000002000209080322022c0000000009083000000000000000
00620005         10000002000209080322022d0000000009083000000000000000
00620006         10000002000209080322022e0000000009083000000000000000
00620007         10000002000209080322022f0000000009083000000000000000
00620001         1000000200020908032202340000000009083000000000000000
00620002         1000000200020908032202350000000009083000000000000000
00620003         10000002000209080322022b0000000009083000000000000000
0062000c         1000000200020908032202370000000009083000000000000000
0062000d         1000000200020908032202380000000009083000000000000000
0062000e         1000000200020908032202390000000009083000000000000000
0062000f         10000002000209080322023a0000000009083000000000000000
00620008         1000000200020908032202320000000009083000000000000000
00620009         10000002000209080322023e0000000009083000000000000000
0062000a         10000002000209080322023d0000000009083000000000000000
0062000b         10000002000209080322023c0000000009083000000000000000
00610001         10000002000209080322f12d0000000009083000000000000000
00610002         10000002000209080322f12e0000000009083000000000000000
00610003         10000002000209080322f12f0000000009083000000000000000
00600014         0808e400042fe01a00
00600015         0908e400052fe01b0301
00600016         0908e400052fe01b0300
00600017         0808e400042fe01b00
00600010         0908e400052fe0190300
00600011         0808e400042fe01900
00600012         0908e400052fe01a0301
00600013         0908e400052fe01a0300
00600004         0908e400052fe0150364
00600005         0808e400042fe01500
00600006         0908e400052fe0160364
00600007         0808e400042fe01600
00600001         1000000200020908032201140000000009083000000000000000
00600002         0908e400052fe0000364
00600003         0908e400052fe0010364
0060000c         0908e400052fe0180301
0060000d         0908e400052fe0180300
0060000e         0808e400042fe01800
0060000f         0908e400052fe0190301
00600008         0908e400052fe0170364
00600009         0808e400042fe01700
0060000a         0908e400052fe0180303
0060000b         0908e400052fe0180302
006f0004         1000000200020908032203c30000000009083000000000000000
006f0005         1000000200020908032203c40000000009083000000000000000
006f0006         1000000200020908032203c50000000009083000000000000000
006f0007         1000000200020908032203c60000000009083000000000000000
006f0001         1000000200020908032203c00000000009083000000000000000
006f0002         1000000200020908032203c10000000009083000000000000000
006f0003         1000000200020908032203c20000000009083000000000000000
006e0004         1000000200020908032201610000000009083000000000000000
006e0005         1000000200020908032201620000000009083000000000000000
006e0006         1000000200020908032201630000000009083000000000000000
006e0007         1000000200020908032201650000000009083000000000000000
006e0001         10000002000209080322f1ee0000000009083000000000000000
006e0002         10000002000209080322f1420000000009083000000000000000
006e0003         10000002000209080322f1450000000009083000000000000000
006e0008         1000000200020908032201640000000009083000000000000000
006d0001         1000000200020908032202af0000000009083000000000000000
006b0004         0908f200052fe0e00302
006b0005         0908f200052fe0e00303
006b0006         0908f200052fe0e00304
006b0007         0908f200052fe0e00305
006b0001         0908f200052fe0e00301
006b0002         0908f200052fe0e00300
006b0003         0808f200042fe0e000
006b000c         0908f200052fe0e0030a
006b0008         0908f200052fe0e00306
006b0009         0908f200052fe0e00307
006b000a         0908f200052fe0e00308
006b000b         0908f200052fe0e00309
00690004         1000000200020908032232030000000009083000000000000000
00690005         1000000200020908032232050000000009083000000000000000
00690006         1000000200020908032232070000000009083000000000000000
00690007         10000002000209080322320a0000000009083000000000000000
00690001         1000000200020908032232000000000009083000000000000000
00690002         1000000200020908032232010000000009083000000000000000
00690003         1000000200020908032232020000000009083000000000000000
00690008         10000002000209080322320c0000000009083000000000000000
00690009         10000002000209080322320d0000000009083000000000000000
0069000a         10000002000209080322320f0000000009083000000000000000
